ID,档位,类型,主题,需明确同意,来源,题目
t643,成人刺激,真心话,历史题库,否,v8,如果伴侣做了“社交软件上持续暧昧”，你会先沟通还是直接结束？
t644,成人刺激,真心话,历史题库,否,v8,你认为“保留前任礼物”属于正常社交、灰色地带还是背叛？
t645,成人刺激,真心话,历史题库,否,v8,面对“点赞性感照片”，你的信任边界在哪里？
t646,成人刺激,真心话,历史题库,否,v8,“不愿公开关系”会让你吃醋到什么程度？
t647,成人刺激,真心话,历史题库,否,v8,如果伴侣做了“频繁夜不归宿”，你会先沟通还是直接结束？
t648,成人刺激,真心话,历史题库,否,v8,你认为“隐藏聊天记录”属于正常社交、灰色地带还是背叛？
t649,成人刺激,真心话,历史题库,否,v8,面对“与同事过度亲密”，你的信任边界在哪里？
t650,成人刺激,真心话,历史题库,否,v8,“对外声称单身”会让你吃醋到什么程度？
t651,成人刺激,真心话,历史题库,否,v8,如果伴侣做了“长期共享定位”，你会先沟通还是直接结束？
t652,成人刺激,真心话,历史题库,否,v8,你认为“互看手机”属于正常社交、灰色地带还是背叛？
t653,成人刺激,真心话,历史题库,否,v8,面对“参加前任婚礼”，你的信任边界在哪里？
t654,成人刺激,真心话,历史题库,否,v8,“和旧暧昧对象旅行”会让你吃醋到什么程度？
t655,成人刺激,真心话,历史题库,否,v8,如果伴侣做了“保留交友软件”，你会先沟通还是直接结束？
t656,成人刺激,真心话,历史题库,否,v8,你认为“私下评价别人外貌”属于正常社交、灰色地带还是背叛？
t657,成人刺激,真心话,历史题库,否,v8,面对“与朋友讨论你们的亲密生活”，你的信任边界在哪里？
t658,成人刺激,真心话,历史题库,否,v8,“接受陌生人调情”会让你吃醋到什么程度？
t659,成人刺激,真心话,历史题库,否,v8,如果伴侣做了“隐瞒聚会对象”，你会先沟通还是直接结束？
t660,成人刺激,真心话,历史题库,否,v8,你认为“用吃醋测试感情”属于正常社交、灰色地带还是背叛？
t661,成人刺激,真心话,历史题库,否,v8,你对“保留前任联系方式”的真实态度是什么？
t662,成人刺激,真心话,历史题库,否,v8,如果现任希望你停止“收藏旧合照”，你会接受吗？
t663,成人刺激,真心话,历史题库,否,v8,你认为“保存旧情书”会妨碍开始新关系吗？
t664,成人刺激,真心话,历史题库,否,v8,你曾因“偶尔想起前任”和伴侣发生过冲突吗？
t665,成人刺激,真心话,历史题库,否,v8,你对“和前任做朋友”的真实态度是什么？
t666,成人刺激,真心话,历史题库,否,v8,如果现任希望你停止“向现任谈过去经历”，你会接受吗？
t667,成人刺激,真心话,历史题库,否,v8,你认为“比较现任和前任”会妨碍开始新关系吗？
t668,成人刺激,真心话,历史题库,否,v8,你曾因“参加前任的重要活动”和伴侣发生过冲突吗？
t669,成人刺激,真心话,历史题库,否,v8,你对“重新联系初恋”的真实态度是什么？
t670,成人刺激,真心话,历史题库,否,v8,如果现任希望你停止“收到前任深夜消息”，你会接受吗？
t671,成人刺激,真心话,历史题库,否,v8,你认为“共同养宠物后的联系”会妨碍开始新关系吗？
t672,成人刺激,真心话,历史题库,否,v8,你曾因“还有共同朋友圈”和伴侣发生过冲突吗？
t673,成人刺激,真心话,历史题库,否,v8,你对“分手后继续合作”的真实态度是什么？
t674,成人刺激,真心话,历史题库,否,v8,如果现任希望你停止“归还私人礼物”，你会接受吗？
t675,成人刺激,真心话,历史题库,否,v8,你认为“删除私密内容”会妨碍开始新关系吗？
t676,成人刺激,真心话,历史题库,否,v8,你曾因“处理共同旅行照片”和伴侣发生过冲突吗？
t677,成人刺激,真心话,历史题库,否,v8,你对“面对前任的新伴侣”的真实态度是什么？
t678,成人刺激,真心话,历史题库,否,v8,如果现任希望你停止“承认曾经放不下”，你会接受吗？
t679,成人刺激,真心话,历史题库,否,v8,你认为“向前任正式道歉”会妨碍开始新关系吗？
t680,成人刺激,真心话,历史题库,否,v8,你曾因“与前任彻底断联”和伴侣发生过冲突吗？
t681,成人刺激,真心话,历史题库,否,v8,你对“开放式关系”的接受程度有多高？
t682,成人刺激,真心话,历史题库,否,v8,什么条件具备时，你可能尝试“长期但不结婚”？
t683,成人刺激,真心话,历史题库,否,v8,“只约会不确定关系”最吸引你和最让你担心的地方分别是什么？
t684,成人刺激,真心话,历史题库,否,v8,如果喜欢的人只接受“异地恋”，你会继续吗？
t685,成人刺激,真心话,历史题库,否,v8,你对“朋友转恋人”的接受程度有多高？
t686,成人刺激,真心话,历史题库,否,v8,什么条件具备时，你可能尝试“年龄差恋爱”？
t687,成人刺激,真心话,历史题库,否,v8,“职场恋爱”最吸引你和最让你担心的地方分别是什么？
t688,成人刺激,真心话,历史题库,否,v8,如果喜欢的人只接受“跨文化恋爱”，你会继续吗？
t689,成人刺激,真心话,历史题库,否,v8,你对“不公开的恋爱”的接受程度有多高？
t690,成人刺激,真心话,历史题库,否,v8,什么条件具备时，你可能尝试“快速同居”？
t691,成人刺激,真心话,历史题库,否,v8,“分居式婚姻”最吸引你和最让你担心的地方分别是什么？
t692,成人刺激,真心话,历史题库,否,v8,如果喜欢的人只接受“共同养育但不恋爱”，你会继续吗？
t693,成人刺激,真心话,历史题库,否,v8,你对“身体关系优先于情感承诺”的接受程度有多高？
t694,成人刺激,真心话,历史题库,否,v8,什么条件具备时，你可能尝试“情感关系优先但不排他”？
t695,成人刺激,真心话,历史题库,否,v8,“长期旅行伴侣”最吸引你和最让你担心的地方分别是什么？
t696,成人刺激,真心话,历史题库,否,v8,如果喜欢的人只接受“周末情侣”，你会继续吗？
t697,成人刺激,真心话,历史题库,否,v8,你对“网络恋爱”的接受程度有多高？
t698,成人刺激,真心话,历史题库,否,v8,什么条件具备时，你可能尝试“复合关系”？
t699,成人刺激,真心话,历史题库,否,v8,“短期但坦诚的关系”最吸引你和最让你担心的地方分别是什么？
t700,成人刺激,真心话,历史题库,否,v8,如果喜欢的人只接受“无性亲密关系”，你会继续吗？
t701,成人刺激,真心话,历史题库,否,v8,你对情侣之间“共享手机密码”的边界是什么？
t702,成人刺激,真心话,历史题库,否,v8,“查看聊天记录”对你来说是亲密、压力还是控制？
t703,成人刺激,真心话,历史题库,否,v8,如果伴侣要求“发送暧昧文字”，你会怎样回应？
t704,成人刺激,真心话,历史题库,否,v8,你曾因“交换私密照片”感到被信任或被侵犯吗？
t705,成人刺激,真心话,历史题库,否,v8,你对情侣之间“公开情侣动态”的边界是什么？
t706,成人刺激,真心话,历史题库,否,v8,“使用情侣头像”对你来说是亲密、压力还是控制？
t707,成人刺激,真心话,历史题库,否,v8,如果伴侣要求“共享实时定位”，你会怎样回应？
t708,成人刺激,真心话,历史题库,否,v8,你曾因“保留聊天截图”感到被信任或被侵犯吗？
t709,成人刺激,真心话,历史题库,否,v8,你对情侣之间“视频通话入睡”的边界是什么？
t710,成人刺激,真心话,历史题库,否,v8,“社交账号互关所有朋友”对你来说是亲密、压力还是控制？
t711,成人刺激,真心话,历史题库,否,v8,如果伴侣要求“情侣共同账号”，你会怎样回应？
t712,成人刺激,真心话,历史题库,否,v8,你曾因“翻看旧动态”感到被信任或被侵犯吗？
t713,成人刺激,真心话,历史题库,否,v8,你对情侣之间“删除前任内容”的边界是什么？
t714,成人刺激,真心话,历史题库,否,v8,“在群聊里公开调情”对你来说是亲密、压力还是控制？
t715,成人刺激,真心话,历史题库,否,v8,如果伴侣要求“用表情包表达亲密”，你会怎样回应？
t716,成人刺激,真心话,历史题库,否,v8,你曾因“录制私人语音”感到被信任或被侵犯吗？
t717,成人刺激,真心话,历史题库,否,v8,你对情侣之间“同步日历”的边界是什么？
t718,成人刺激,真心话,历史题库,否,v8,“共享相册”对你来说是亲密、压力还是控制？
t719,成人刺激,真心话,历史题库,否,v8,如果伴侣要求“公开纪念日”，你会怎样回应？
t720,成人刺激,真心话,历史题库,否,v8,你曾因“在交友软件注销账号”感到被信任或被侵犯吗？
t721,成人刺激,真心话,历史题库,否,v8,异地关系中，“固定视频约会”对你有多重要？
t722,成人刺激,真心话,历史题库,否,v8,你能长期坚持“共享日常照片”吗？
t723,成人刺激,真心话,历史题库,是,v8,如果对方不喜欢“同步追剧”，你会用什么方式替代？
t724,成人刺激,真心话,历史题库,否,v8,“远程点餐”最可能让你感到亲密还是产生压力？
t725,成人刺激,真心话,历史题库,否,v8,异地关系中，“共同制定见面倒计时”对你有多重要？
t726,成人刺激,真心话,历史题库,否,v8,你能长期坚持“分享位置但不长期定位”吗？
t727,成人刺激,真心话,历史题库,是,v8,如果对方不喜欢“睡前语音”，你会用什么方式替代？
t728,成人刺激,真心话,历史题库,否,v8,“交换手写信”最可能让你感到亲密还是产生压力？
t729,成人刺激,真心话,历史题库,否,v8,异地关系中，“一起在线运动”对你有多重要？
t730,成人刺激,真心话,历史题库,否,v8,你能长期坚持“共同游戏”吗？
t731,成人刺激,真心话,历史题库,是,v8,如果对方不喜欢“计划下一次旅行”，你会用什么方式替代？
t732,成人刺激,真心话,历史题库,否,v8,“明确联系频率”最可能让你感到亲密还是产生压力？
t733,成人刺激,真心话,历史题库,否,v8,异地关系中，“保持各自社交生活”对你有多重要？
t734,成人刺激,真心话,历史题库,否,v8,你能长期坚持“处理时差”吗？
t735,成人刺激,真心话,历史题库,是,v8,如果对方不喜欢“遇到争吵不过夜”，你会用什么方式替代？
t736,成人刺激,真心话,历史题库,否,v8,“讨论忠诚边界”最可能让你感到亲密还是产生压力？
t737,成人刺激,真心话,历史题库,否,v8,异地关系中，“定期送小礼物”对你有多重要？
t738,成人刺激,真心话,历史题库,否,v8,你能长期坚持“分享私人歌单”吗？
t739,成人刺激,真心话,历史题库,是,v8,如果对方不喜欢“重要日子提前安排”，你会用什么方式替代？
t740,成人刺激,真心话,历史题库,否,v8,“讨论未来结束异地的时间”最可能让你感到亲密还是产生压力？
t741,成人刺激,真心话,历史题库,否,v8,发生冲突时，“冷静半小时再谈”适合你吗？
t742,成人刺激,真心话,历史题库,否,v8,你希望伴侣主动做到“当晚解决”吗？
t743,成人刺激,真心话,历史题库,否,v8,如果双方对“先拥抱再沟通”意见相反，你会怎样协调？
t744,成人刺激,真心话,历史题库,否,v8,你曾通过“先道歉再解释”真正修复过一段关系吗？
t745,成人刺激,真心话,历史题库,否,v8,发生冲突时，“写下来再讨论”适合你吗？
t746,成人刺激,真心话,历史题库,否,v8,你希望伴侣主动做到“各自独处一天”吗？
t747,成人刺激,真心话,历史题库,否,v8,如果双方对“请朋友调解”意见相反，你会怎样协调？
t748,成人刺激,真心话,历史题库,否,v8,你曾通过“不翻旧账”真正修复过一段关系吗？
t749,成人刺激,真心话,历史题库,否,v8,发生冲突时，“明确暂停词”适合你吗？
t750,成人刺激,真心话,历史题库,否,v8,你希望伴侣主动做到“事后安排约会”吗？
t751,成人刺激,真心话,历史题库,否,v8,如果双方对“复盘触发点”意见相反，你会怎样协调？
t752,成人刺激,真心话,历史题库,否,v8,你曾通过“说明真实需求”真正修复过一段关系吗？
t753,成人刺激,真心话,历史题库,否,v8,发生冲突时，“承认嫉妒”适合你吗？
t754,成人刺激,真心话,历史题库,否,v8,你希望伴侣主动做到“停止讽刺”吗？
t755,成人刺激,真心话,历史题库,否,v8,如果双方对“不在公共场合争吵”意见相反，你会怎样协调？
t756,成人刺激,真心话,历史题库,否,v8,你曾通过“不以分手威胁”真正修复过一段关系吗？
t757,成人刺激,真心话,历史题库,否,v8,发生冲突时，“先确认是否愿意谈”适合你吗？
t758,成人刺激,真心话,历史题库,否,v8,你希望伴侣主动做到“给出具体补偿行动”吗？
t759,成人刺激,真心话,历史题库,否,v8,如果双方对“讨论以后怎么避免”意见相反，你会怎样协调？
t760,成人刺激,真心话,历史题库,否,v8,你曾通过“确认关系仍然安全”真正修复过一段关系吗？
t761,成人刺激,真心话,历史题库,否,v8,你对“角色扮演”这种成人情趣或约会玩法的接受度如何？
t762,成人刺激,真心话,历史题库,否,v8,如果尝试“主题服装”，你最需要先确认什么边界？
t763,成人刺激,真心话,历史题库,否,v8,“陌生人式约会”对你来说更像有趣、尴尬还是刺激？
t764,成人刺激,真心话,历史题库,否,v8,你愿意主动提出“重新演第一次见面”吗？为什么？
t765,成人刺激,真心话,历史题库,否,v8,你对“秘密身份小游戏”这种成人情趣或约会玩法的接受度如何？
t766,成人刺激,真心话,历史题库,否,v8,如果尝试“电影角色约会”，你最需要先确认什么边界？
t767,成人刺激,真心话,历史题库,否,v8,“语言与口音扮演”对你来说更像有趣、尴尬还是刺激？
t768,成人刺激,真心话,历史题库,否,v8,你愿意主动提出“交换主导约会安排”吗？为什么？
t769,成人刺激,真心话,历史题库,否,v8,你对“写情境卡片”这种成人情趣或约会玩法的接受度如何？
t770,成人刺激,真心话,历史题库,否,v8,如果尝试“蒙眼猜气味但不接触他人”，你最需要先确认什么边界？
t771,成人刺激,真心话,历史题库,否,v8,“情侣问答卡”对你来说更像有趣、尴尬还是刺激？
t772,成人刺激,真心话,历史题库,否,v8,你愿意主动提出“成人情境桌游”吗？为什么？
t773,成人刺激,真心话,历史题库,否,v8,你对“酒店度假主题”这种成人情趣或约会玩法的接受度如何？
t774,成人刺激,真心话,历史题库,否,v8,如果尝试“复古舞会主题”，你最需要先确认什么边界？
t775,成人刺激,真心话,历史题库,否,v8,“未来世界约会”对你来说更像有趣、尴尬还是刺激？
t776,成人刺激,真心话,历史题库,否,v8,你愿意主动提出“侦探与嫌疑人剧情”吗？为什么？
t777,成人刺激,真心话,历史题库,否,v8,你对“深夜电台剧情”这种成人情趣或约会玩法的接受度如何？
t778,成人刺激,真心话,历史题库,否,v8,如果尝试“舞台后台重逢剧情”，你最需要先确认什么边界？
t779,成人刺激,真心话,历史题库,否,v8,“假装多年未见”对你来说更像有趣、尴尬还是刺激？
t780,成人刺激,真心话,历史题库,否,v8,你愿意主动提出“互写幻想约会脚本”吗？为什么？
t781,成人刺激,真心话,历史题库,否,v8,在“身材变化”这件事上，你最容易产生哪种不自信？
t782,成人刺激,真心话,历史题库,否,v8,伴侣怎样回应，能让你在“皮肤状态”时更安心？
t783,成人刺激,真心话,历史题库,否,v8,你是否因为担心“年龄增长”而回避过亲密关系？
t784,成人刺激,真心话,历史题库,否,v8,你想怎样改善自己面对“穿着暴露程度”时的自我感受？
t785,成人刺激,真心话,历史题库,否,v8,在“素颜状态”这件事上，你最容易产生哪种不自信？
t786,成人刺激,真心话,历史题库,否,v8,伴侣怎样回应，能让你在“声音表现”时更安心？
t787,成人刺激,真心话,历史题库,否,v8,你是否因为担心“表达需求”而回避过亲密关系？
t788,成人刺激,真心话,历史题库,否,v8,你想怎样改善自己面对“被注视”时的自我感受？
t789,成人刺激,真心话,历史题库,否,v8,在“拍照”这件事上，你最容易产生哪种不自信？
t790,成人刺激,真心话,历史题库,否,v8,伴侣怎样回应，能让你在“在灯光下相处”时更安心？
t791,成人刺激,真心话,历史题库,否,v8,你是否因为担心“接受称赞”而回避过亲密关系？
t792,成人刺激,真心话,历史题库,否,v8,你想怎样改善自己面对“主动发起约会”时的自我感受？
t793,成人刺激,真心话,历史题库,否,v8,在“讨论身体边界”这件事上，你最容易产生哪种不自信？
t794,成人刺激,真心话,历史题库,否,v8,伴侣怎样回应，能让你在“面对拒绝”时更安心？
t795,成人刺激,真心话,历史题库,否,v8,你是否因为担心“与更有魅力的人比较”而回避过亲密关系？
t796,成人刺激,真心话,历史题库,否,v8,你想怎样改善自己面对“谈过去经验”时的自我感受？
t797,成人刺激,真心话,历史题库,否,v8,在“表达欲望”这件事上，你最容易产生哪种不自信？
t798,成人刺激,真心话,历史题库,否,v8,伴侣怎样回应，能让你在“说出不舒服”时更安心？
t799,成人刺激,真心话,历史题库,否,v8,你是否因为担心“接受亲密后的脆弱”而回避过亲密关系？
t800,成人刺激,真心话,历史题库,是,v8,你想怎样改善自己面对“让对方看到不完美”时的自我感受？
t801,成人刺激,真心话,历史题库,否,v8,“亲密频率”不合拍会不会成为你结束关系的理由？
t802,成人刺激,真心话,历史题库,否,v8,在“作息”上，你愿意妥协到什么程度？
t803,成人刺激,真心话,历史题库,否,v8,你希望在确定关系前就讨论“卫生习惯”吗？
t804,成人刺激,真心话,历史题库,否,v8,你曾低估“表达爱意的方式”对关系的重要性吗？
t805,成人刺激,真心话,历史题库,否,v8,“金钱观”不合拍会不会成为你结束关系的理由？
t806,成人刺激,真心话,历史题库,否,v8,在“社交需求”上，你愿意妥协到什么程度？
t807,成人刺激,真心话,历史题库,否,v8,你希望在确定关系前就讨论“独处需求”吗？
t808,成人刺激,真心话,历史题库,否,v8,你曾低估“旅行偏好”对关系的重要性吗？
t809,成人刺激,真心话,历史题库,否,v8,“饮酒习惯”不合拍会不会成为你结束关系的理由？
t810,成人刺激,真心话,历史题库,否,v8,在“运动习惯”上，你愿意妥协到什么程度？
t811,成人刺激,真心话,历史题库,否,v8,你希望在确定关系前就讨论“是否要孩子”吗？
t812,成人刺激,真心话,历史题库,否,v8,你曾低估“居住城市”对关系的重要性吗？
t813,成人刺激,真心话,历史题库,否,v8,“公开关系程度”不合拍会不会成为你结束关系的理由？
t814,成人刺激,真心话,历史题库,否,v8,在“对前任的态度”上，你愿意妥协到什么程度？
t815,成人刺激,真心话,历史题库,否,v8,你希望在确定关系前就讨论“家庭边界”吗？
t816,成人刺激,真心话,历史题库,否,v8,你曾低估“事业优先级”对关系的重要性吗？
t817,成人刺激,真心话,历史题库,否,v8,“家务分配”不合拍会不会成为你结束关系的理由？
t818,成人刺激,真心话,历史题库,否,v8,在“节日仪式感”上，你愿意妥协到什么程度？
t819,成人刺激,真心话,历史题库,否,v8,你希望在确定关系前就讨论“性格节奏”吗？
t820,成人刺激,真心话,历史题库,否,v8,你曾低估“冲突处理方式”对关系的重要性吗？
t821,成人刺激,真心话,历史题库,是,v8,关于“发起第一次约会”，你更愿意主动还是等对方？
t822,成人刺激,真心话,历史题库,否,v8,什么条件会让你有勇气主动“第一次表白”？
t823,成人刺激,真心话,历史题库,否,v8,你曾因没有主动“第一次牵手”而后悔吗？
t824,成人刺激,真心话,历史题库,是,v8,如果对方始终不主动“第一次接吻”，你会怎样理解？
t825,成人刺激,真心话,历史题库,是,v8,关于“讨论关系定义”，你更愿意主动还是等对方？
t826,成人刺激,真心话,历史题库,否,v8,什么条件会让你有勇气主动“提出同居”？
t827,成人刺激,真心话,历史题库,否,v8,你曾因没有主动“安排浪漫惊喜”而后悔吗？
t828,成人刺激,真心话,历史题库,是,v8,如果对方始终不主动“表达成人需求”，你会怎样理解？
t829,成人刺激,真心话,历史题库,是,v8,关于“提出暂停”，你更愿意主动还是等对方？
t830,成人刺激,真心话,历史题库,否,v8,什么条件会让你有勇气主动“提出分手”？
t831,成人刺激,真心话,历史题库,否,v8,你曾因没有主动“主动复合”而后悔吗？
t832,成人刺激,真心话,历史题库,是,v8,如果对方始终不主动“主动道歉”，你会怎样理解？
t833,成人刺激,真心话,历史题库,是,v8,关于“主动讨论安全措施”，你更愿意主动还是等对方？
t834,成人刺激,真心话,历史题库,否,v8,什么条件会让你有勇气主动“主动提出新尝试”？
t835,成人刺激,真心话,历史题库,是,v8,你曾因没有主动“主动问对方感受”而后悔吗？
t836,成人刺激,真心话,历史题库,是,v8,如果对方始终不主动“主动说想念”，你会怎样理解？
t837,成人刺激,真心话,历史题库,是,v8,关于“主动拒绝暧昧对象”，你更愿意主动还是等对方？
t838,成人刺激,真心话,历史题库,否,v8,什么条件会让你有勇气主动“主动公开关系”？
t839,成人刺激,真心话,历史题库,否,v8,你曾因没有主动“主动介绍给朋友”而后悔吗？
t840,成人刺激,真心话,历史题库,是,v8,如果对方始终不主动“主动规划共同未来”，你会怎样理解？
t841,成人刺激,真心话,历史题库,是,v8,亲密互动后，你最需要“拥抱”吗？
t842,成人刺激,真心话,历史题库,是,v8,如果对方不习惯“安静陪伴”，你会觉得失落吗？
t843,成人刺激,真心话,历史题库,是,v8,你会主动提供“语言确认”，还是等对方提出？
t844,成人刺激,真心话,历史题库,否,v8,“准备水和食物”对你的安全感有多大影响？
t845,成人刺激,真心话,历史题库,是,v8,亲密互动后，你最需要“询问感受”吗？
t846,成人刺激,真心话,历史题库,是,v8,如果对方不习惯“给彼此空间”，你会觉得失落吗？
t847,成人刺激,真心话,历史题库,是,v8,你会主动提供“一起洗漱”，还是等对方提出？
t848,成人刺激,真心话,历史题库,否,v8,“播放轻音乐”对你的安全感有多大影响？
t849,成人刺激,真心话,历史题库,是,v8,亲密互动后，你最需要“说晚安”吗？
t850,成人刺激,真心话,历史题库,是,v8,如果对方不习惯“拥抱入睡”，你会觉得失落吗？
t851,成人刺激,真心话,历史题库,是,v8,你会主动提供“第二天主动联系”，还是等对方提出？
t852,成人刺激,真心话,历史题库,否,v8,“复盘边界”对你的安全感有多大影响？
t853,成人刺激,真心话,历史题库,是,v8,亲密互动后，你最需要“表达感谢”吗？
t854,成人刺激,真心话,历史题库,是,v8,如果对方不习惯“确认没有后悔”，你会觉得失落吗？
t855,成人刺激,真心话,历史题库,是,v8,你会主动提供“不立刻看手机”，还是等对方提出？
t856,成人刺激,真心话,历史题库,否,v8,“帮忙整理环境”对你的安全感有多大影响？
t857,成人刺激,真心话,历史题库,是,v8,亲密互动后，你最需要“轻松聊天”吗？
t858,成人刺激,真心话,历史题库,是,v8,如果对方不习惯“计划下一次见面”，你会觉得失落吗？
t859,成人刺激,真心话,历史题库,是,v8,你会主动提供“尊重对方先离开”，还是等对方提出？
t860,成人刺激,真心话,历史题库,否,v8,“明确关系不会因此改变”对你的安全感有多大影响？
t861,成人刺激,真心话,历史题库,否,v8,你愿意和信任的人尝试“临时夜游”吗？
t862,成人刺激,真心话,历史题库,否,v8,“周末短途旅行”对你来说更浪漫还是更有压力？
t863,成人刺激,真心话,历史题库,否,v8,尝试“陌生城市约会”前，你最想确认什么安全或边界问题？
t864,成人刺激,真心话,历史题库,否,v8,你曾经因为“突然订一家新餐厅”对一个人更心动吗？
t865,成人刺激,真心话,历史题库,否,v8,你愿意和信任的人尝试“深夜去海边”吗？
t866,成人刺激,真心话,历史题库,否,v8,“在雨天散步”对你来说更浪漫还是更有压力？
t867,成人刺激,真心话,历史题库,否,v8,尝试“凌晨看日出”前，你最想确认什么安全或边界问题？
t868,成人刺激,真心话,历史题库,否,v8,你曾经因为“交换一天的约会安排权”对一个人更心动吗？
t869,成人刺激,真心话,历史题库,否,v8,你愿意和信任的人尝试“去主题酒店度假”吗？
t870,成人刺激,真心话,历史题库,否,v8,“参加化装舞会”对你来说更浪漫还是更有压力？
t871,成人刺激,真心话,历史题库,否,v8,尝试“去看午夜场电影”前，你最想确认什么安全或边界问题？
t872,成人刺激,真心话,历史题库,否,v8,你曾经因为“在家布置主题晚餐”对一个人更心动吗？
t873,成人刺激,真心话,历史题库,是,v8,你愿意和信任的人尝试“临时去听现场音乐”吗？
t874,成人刺激,真心话,历史题库,是,v8,“一起学双人舞但尊重距离”对你来说更浪漫还是更有压力？
t875,成人刺激,真心话,历史题库,否,v8,尝试“城市随机路线”前，你最想确认什么安全或边界问题？
t876,成人刺激,真心话,历史题库,否,v8,你曾经因为“只带一个小包去短途旅行”对一个人更心动吗？
t877,成人刺激,真心话,历史题库,否,v8,你愿意和信任的人尝试“住进景观民宿”吗？
t878,成人刺激,真心话,历史题库,否,v8,“参加成人主题但安全的桌游夜”对你来说更浪漫还是更有压力？
t879,成人刺激,真心话,历史题库,否,v8,尝试“互换穿搭建议”前，你最想确认什么安全或边界问题？
t880,成人刺激,真心话,历史题库,否,v8,你曾经因为“一起完成约会愿望清单”对一个人更心动吗？
t881,成人刺激,真心话,历史题库,是,v8,仅凭今晚表现，现场谁看起来“最有魅力”？可以跳过或只描述特质。
t882,成人刺激,真心话,历史题库,是,v8,如果必须选一位玩家，你觉得谁“最会制造浪漫”？回答前可先说明不代表真实邀约。
t883,成人刺激,真心话,历史题库,是,v8,现场哪位玩家最符合你对“最适合深夜聊天”的想象？可以不点名。
t884,成人刺激,真心话,历史题库,是,v8,你认为“最可能主动告白”最需要什么特质？现场有人具备吗？
t885,成人刺激,真心话,历史题库,是,v8,仅凭今晚表现，现场谁看起来“最会尊重边界”？可以跳过或只描述特质。
t886,成人刺激,真心话,历史题库,是,v8,如果必须选一位玩家，你觉得谁“最适合稳定恋爱”？回答前可先说明不代表真实邀约。
t887,成人刺激,真心话,历史题库,是,v8,现场哪位玩家最符合你对“最有神秘感”的想象？可以不点名。
t888,成人刺激,真心话,历史题库,是,v8,你认为“最有安全感”最需要什么特质？现场有人具备吗？
t889,成人刺激,真心话,历史题库,是,v8,仅凭今晚表现，现场谁看起来“最会调情”？可以跳过或只描述特质。
t890,成人刺激,真心话,历史题库,是,v8,如果必须选一位玩家，你觉得谁“最适合一起旅行”？回答前可先说明不代表真实邀约。
t891,成人刺激,真心话,历史题库,是,v8,现场哪位玩家最符合你对“最会处理吃醋”的想象？可以不点名。
t892,成人刺激,真心话,历史题库,是,v8,你认为“最能保守秘密”最需要什么特质？现场有人具备吗？
t893,成人刺激,真心话,历史题库,是,v8,仅凭今晚表现，现场谁看起来“最会照顾情绪”？可以跳过或只描述特质。
t894,成人刺激,真心话,历史题库,是,v8,如果必须选一位玩家，你觉得谁“最适合假装情侣”？回答前可先说明不代表真实邀约。
t895,成人刺激,真心话,历史题库,是,v8,现场哪位玩家最符合你对“最容易让人心动”的想象？可以不点名。
t896,成人刺激,真心话,历史题库,是,v8,你认为“最有电影主角感”最需要什么特质？现场有人具备吗？
t897,成人刺激,真心话,历史题库,是,v8,仅凭今晚表现，现场谁看起来“最懂得说“不””？可以跳过或只描述特质。
t898,成人刺激,真心话,历史题库,是,v8,如果必须选一位玩家，你觉得谁“最会认真倾听”？回答前可先说明不代表真实邀约。
t899,成人刺激,真心话,历史题库,是,v8,现场哪位玩家最符合你对“最适合共同生活”的想象？可以不点名。
t900,成人刺激,真心话,历史题库,是,v8,你认为“最会安排约会”最需要什么特质？现场有人具备吗？
v9-t4-1393,成人刺激,真心话,约会与暧昧,否,v9-expansion,如果对方在迟到处理上与你完全不同，你会继续了解吗？
v9-t4-1394,成人刺激,真心话,数字隐私,否,v9-expansion,如果伴侣要求匿名账号，你会答应吗？
v9-t4-1395,成人刺激,真心话,亲密偏好,否,v9-expansion,第一次接吻对你确认一段关系有多重要？
v9-t4-1396,成人刺激,真心话,吸引力细节,否,v9-expansion,在成年人约会中，眼神达到什么程度会让你明显心动？
v9-t4-1397,成人刺激,真心话,暧昧信号,否,v9-expansion,“频繁发自拍”对你来说是心动，还是普通友好？
v9-t4-1398,成人刺激,真心话,前任与过去,否,v9-expansion,分手后保留未完成的承诺，对你来说意味着什么？
v9-t4-1399,成人刺激,真心话,亲密沟通,否,v9-expansion,你觉得讨论角色偏好最合适的时机是什么？
v9-t4-1400,成人刺激,真心话,同意与边界,否,v9-expansion,关于饮酒后的互动，你认为双方必须提前确认哪些边界？
v9-t4-1401,成人刺激,真心话,幻想与氛围,否,v9-expansion,“正式礼服约会”对你来说更浪漫、刺激还是有压力？
v9-t4-1402,成人刺激,真心话,关系模式,否,v9-expansion,你认为“开放式关系”最容易在哪个环节伤害关系？
v9-t4-1403,成人刺激,真心话,成人坦诚,否,v9-expansion,你最看重亲密互动前、过程中还是之后的沟通？
v9-t4-1404,成人刺激,真心话,约会与暧昧,否,v9-expansion,你曾因一次约会里的拍照习惯改变对一个人的判断吗？
v9-t4-1405,成人刺激,真心话,数字隐私,否,v9-expansion,你认为前任联系方式是否属于关系中的私人空间？
v9-t4-1406,成人刺激,真心话,吸引力细节,否,v9-expansion,你更容易被一个人的声音还是谈吐吸引？为什么？
v9-t4-1407,成人刺激,真心话,前任与过去,否,v9-expansion,你是否曾因前任的社交平台关注影响下一段关系？
v9-t4-1408,成人刺激,真心话,亲密沟通,否,v9-expansion,你觉得讨论亲密后的沟通最合适的时机是什么？
